base_word,group_size,words
orpine,1,orpine
orpington,1,orpington
orr,1,orr
orrery,1,orrery
orris,1,orris
orrisroot,1,orrisroot
ortalis,1,ortalis
ortega,1,ortega
orthicon,1,orthicon
orthilia,1,orthilia
orthochorea,1,orthochorea
orthoclase,1,orthoclase
orthodontia,1,orthodontia
orthodontic,2,orthodontic|orthodontics
orthodontist,1,orthodontist
orthodonture,1,orthodonture
orthodox,1,orthodox
orthodoxy,1,orthodoxy
orthoepist,1,orthoepist
orthoepy,1,orthoepy
orthogonal,1,orthogonal
orthogonality,1,orthogonality
orthographic,1,orthographic
orthography,1,orthography
orthomolecular,1,orthomolecular
orthomyxovirus,1,orthomyxovirus
orthopaedic,2,orthopaedic|orthopaedics
orthopaedist,1,orthopaedist
orthopedic,2,orthopedic|orthopedics
orthopedical,1,orthopedical
orthopedist,1,orthopedist
orthophosphate,1,orthophosphate
orthopnea,1,orthopnea
orthopristis,1,orthopristis
orthopter,1,orthopter
orthoptera,1,orthoptera
orthopteran,1,orthopteran
orthopteron,1,orthopteron
orthoptic,2,orthoptic|orthoptics
orthoptist,1,orthoptist
orthoscope,1,orthoscope
orthostatic,1,orthostatic
orthotomus,1,orthotomus
orthotropous,1,orthotropous
ortolan,1,ortolan
ortygan,1,ortygan
orudis,1,orudis
orumiyeh,1,orumiyeh
oruvail,1,oruvail
orwell,1,orwell
orwellian,1,orwellian
orycteropodidae,1,orycteropodidae
orycteropus,1,orycteropus
oryctolagus,1,oryctolagus
oryx,1,oryx
oryza,1,oryza
oryzomys,1,oryzomys
oryzopsis,1,oryzopsis
orzo,1,orzo
os,1,os
osage,1,osage
osaka,1,osaka
osasco,1,osasco
osborne,1,osborne
oscan,1,oscan
oscar,1,oscar
oscheocele,1,oscheocele
oscheocoele,1,oscheocoele
oscillate,2,oscillate|oscillating
oscillation,1,oscillation
oscillator,1,oscillator
oscillatoriaceae,1,oscillatoriaceae
oscillatory,1,oscillatory
oscillogram,1,oscillogram
oscillograph,1,oscillograph
oscilloscope,1,oscilloscope
oscine,2,oscine|oscines
oscitance,1,oscitance
oscitancy,1,oscitancy
oscitant,1,oscitant
osculate,1,osculate
osculation,1,osculation
osculator,1,osculator
osha,1,osha
osier,1,osier
osiris,1,osiris
oslo,1,oslo
osmanli,1,osmanli
osmanthus,1,osmanthus
osmeridae,1,osmeridae
osmerus,1,osmerus
osmiridium,1,osmiridium
osmitrol,1,osmitrol
osmium,1,osmium
osmoreceptor,1,osmoreceptor
osmosis,1,osmosis
osmotic,1,osmotic
osmotically,1,osmotically
osmund,1,osmund
osmundaceae,1,osmundaceae
osprey,1,osprey
osseous,1,osseous
ossete,1,ossete
ossicle,1,ossicle
ossicular,1,ossicular
ossiculate,1,ossiculate
ossiculum,1,ossiculum
ossiferous,1,ossiferous
ossification,1,ossification
ossify,2,ossified|ossify
ossuary,1,ossuary
ostariophysi,1,ostariophysi
osteal,1,osteal
osteichthyes,1,osteichthyes
osteitis,1,osteitis
ostensible,1,ostensible
ostensibly,1,ostensibly
ostensive,1,ostensive
ostensorium,1,ostensorium
ostentate,1,ostentate
ostentation,1,ostentation
ostentatious,3,ostentatious|ostentatiously|ostentatiousness
osteoarthritis,1,osteoarthritis
osteoblast,1,osteoblast
osteoblastoma,1,osteoblastoma
osteochondroma,1,osteochondroma
osteoclasis,1,osteoclasis
osteoclast,1,osteoclast
osteocyte,1,osteocyte
osteodystrophy,1,osteodystrophy
osteoglossidae,1,osteoglossidae
osteoglossiformes,1,osteoglossiformes
osteologer,1,osteologer
osteologist,1,osteologist
osteology,1,osteology
osteolysis,1,osteolysis
osteoma,1,osteoma
osteomalacia,1,osteomalacia
osteomyelitis,1,osteomyelitis
osteopath,1,osteopath
osteopathist,1,osteopathist
osteopathy,1,osteopathy
osteopetrosis,1,osteopetrosis
osteophyte,1,osteophyte
osteoporosis,1,osteoporosis
osteosarcoma,1,osteosarcoma
osteosclerosis,1,osteosclerosis
osteostracan,1,osteostracan
osteostraci,1,osteostraci
osteotomy,1,osteotomy
ostiarius,1,ostiarius
ostiary,1,ostiary
ostinato,1,ostinato
ostiole,1,ostiole
ostler,1,ostler
ostomy,1,ostomy
ostraciidae,1,ostraciidae
ostracise,1,ostracise
ostracism,1,ostracism
ostracize,1,ostracize
ostracod,1,ostracod
ostracoda,1,ostracoda
ostracoderm,1,ostracoderm
ostracodermi,1,ostracodermi
ostrava,1,ostrava
ostrea,1,ostrea
ostreidae,1,ostreidae
ostrich,1,ostrich
ostrogoth,1,ostrogoth
ostrya,1,ostrya
ostryopsis,1,ostryopsis
ostwald,1,ostwald
ostyak,1,ostyak
oswald,1,oswald
otalgia,1,otalgia
otaria,1,otaria
otariidae,1,otariidae
otc,1,otc
othello,1,othello
other,2,other|otherness
otherwise,1,otherwise
otherworld,3,otherworld|otherworldliness|otherworldly
otho,1,otho
othonna,1,othonna
otic,1,otic
otides,1,otides
otididae,1,otididae
otiose,1,otiose
otis,1,otis
otitis,1,otitis
oto,1,oto
otoe,1,otoe
otoganglion,1,otoganglion
otolaryngologist,1,otolaryngologist
otolaryngology,1,otolaryngology
otologist,1,otologist
otology,1,otology
otoplasty,1,otoplasty
otorhinolaryngologist,1,otorhinolaryngologist
otorhinolaryngology,1,otorhinolaryngology
otorrhea,1,otorrhea
otosclerosis,1,otosclerosis
otoscope,1,otoscope
ototoxic,1,ototoxic
ottar,1,ottar
ottawa,1,ottawa
otter,1,otter
otterhound,1,otterhound
ottoman,1,ottoman
ottumwa,1,ottumwa
otus,1,otus
ouachita,1,ouachita
oubliette,1,oubliette
ouguiya,1,ouguiya
ouija,1,ouija
oujda,1,oujda
ounce,1,ounce
ouranopithecus,1,ouranopithecus
ouranos,1,ouranos
ouse,1,ouse
ousel,1,ousel
oust,3,oust|ouster|ousting
out,3,out|outer|outing
outage,1,outage
outaouais,1,outaouais
outback,1,outback
outbalance,1,outbalance
outbid,1,outbid
outboard,1,outboard
outbound,1,outbound
outbrave,1,outbrave
outbreak,1,outbreak
outbred,1,outbred
outbuilding,1,outbuilding
outburst,1,outburst
outcall,1,outcall
outcast,1,outcast
outcaste,1,outcaste
outclass,2,outclass|outclassed
outcome,1,outcome
outcrop,2,outcrop|outcropping
outcry,1,outcry
outdated,1,outdated
outdistance,1,outdistance
outdo,1,outdo
outdoor,2,outdoor|outdoors
outdoorsman,1,outdoorsman
outdoorswoman,1,outdoorswoman
outdoorsy,1,outdoorsy
outdraw,1,outdraw
outercourse,1,outercourse
outermost,1,outermost
outerwear,1,outerwear
outface,1,outface
outfall,1,outfall
outfield,2,outfield|outfielder
outfight,1,outfight
outfit,4,outfit|outfitted|outfitter|outfitting
outflank,1,outflank
outflow,2,outflow|outflowing
outfox,1,outfox
outgeneral,1,outgeneral
outgo,3,outgo|outgoer|outgoing
outgrow,1,outgrow
outgrowth,1,outgrowth
outguess,1,outguess
outhouse,1,outhouse
outlander,1,outlander
outlandish,3,outlandish|outlandishly|outlandishness
outlast,1,outlast
outlaw,2,outlaw|outlawed
outlawry,1,outlawry
outlay,1,outlay
outlet,1,outlet
outlier,1,outlier
outline,2,outline|outlined
outlive,1,outlive
outlook,1,outlook
outlying,1,outlying
outmaneuver,1,outmaneuver
outmanoeuvre,1,outmanoeuvre
outmarch,1,outmarch
outmatch,1,outmatch
outmode,2,outmode|outmoded
outmost,1,outmost
outnumber,1,outnumber
outpace,1,outpace
outpatient,1,outpatient
outperform,1,outperform
outplay,1,outplay
outpoint,1,outpoint
outport,1,outport
outpost,1,outpost
outpouring,1,outpouring
output,1,output
outrage,2,outrage|outraged
outrageous,3,outrageous|outrageously|outrageousness
outrange,1,outrange
outrank,1,outrank
outre,1,outre
outreach,1,outreach
outride,2,outride|outrider
outrigged,1,outrigged
outrigger,1,outrigger
outright,1,outright
outrival,1,outrival
outroar,1,outroar
outrun,1,outrun
outsail,1,outsail
outscore,1,outscore
outsell,1,outsell
outset,1,outset
outshine,1,outshine
outshout,1,outshout
outside,2,outside|outsider
outsize,2,outsize|outsized
outskirt,2,outskirt|outskirts
outsmart,1,outsmart
outsole,1,outsole
outsource,1,outsource
outspan,1,outspan
outspoken,3,outspoken|outspokenly|outspokenness
outspread,1,outspread
outstanding,2,outstanding|outstandingly
outstare,1,outstare
outstation,1,outstation
outstay,1,outstay
outstretched,1,outstretched
outstrip,1,outstrip
outstroke,1,outstroke
outtake,1,outtake
outthrust,1,outthrust
outturn,1,outturn
outvie,1,outvie
outvote,1,outvote
outward,4,outward|outwardly|outwardness|outwards
outwear,1,outwear
outweigh,1,outweigh
outwit,1,outwit
outwork,1,outwork
ouzel,1,ouzel
ouzo,1,ouzo
ov,1,ov
oval,1,oval
ovalbumin,1,ovalbumin
ovalipes,1,ovalipes
ovarian,1,ovarian
ovariectomy,1,ovariectomy
ovaritis,1,ovaritis
ovary,1,ovary
ovate,1,ovate
ovation,1,ovation
oven,1,oven
ovenbake,1,ovenbake
ovenbird,1,ovenbird
ovenware,1,ovenware
over,3,over|overly|overlying
overabundance,1,overabundance
overabundant,1,overabundant
overachieve,2,overachieve|overachiever
overachievement,1,overachievement
overact,2,overact|overacting
overactive,1,overactive
overactivity,1,overactivity
overage,2,overage|overaged
overall,1,overall
overambitious,1,overambitious
overanxiety,1,overanxiety
overanxious,1,overanxious
overappraisal,1,overappraisal
overarch,1,overarch
overarm,1,overarm
overawe,2,overawe|overawed
overbalance,1,overbalance
overbear,4,overbear|overbearing|overbearingly|overbearingness
overbid,1,overbid
overbite,1,overbite
overblown,1,overblown
overboard,1,overboard
overboil,1,overboil
overbold,1,overbold
overburden,2,overburden|overburdened
overbusy,1,overbusy
overcall,1,overcall
overcapitalisation,1,overcapitalisation
overcapitalise,1,overcapitalise
overcapitalization,1,overcapitalization
overcapitalize,1,overcapitalize
overcareful,1,overcareful
overcast,2,overcast|overcasting
overcautious,1,overcautious
overcharge,1,overcharge
overclothe,2,overclothe|overclothes
overcloud,1,overcloud
overcoat,2,overcoat|overcoating
overcome,2,overcome|overcomer
overcompensate,1,overcompensate
overcompensation,1,overcompensation
overconfidence,1,overconfidence
overconfident,1,overconfident
overcook,1,overcook
overcredulity,1,overcredulity
overcredulous,1,overcredulous
overcritical,1,overcritical
overcrop,1,overcrop
overcrossing,1,overcrossing
overcrowd,1,overcrowd
overcultivate,1,overcultivate
overcurious,1,overcurious
overdelicate,1,overdelicate
overdo,1,overdo
overdone,1,overdone
overdose,1,overdose
overdraft,1,overdraft
overdramatise,1,overdramatise
overdramatize,1,overdramatize
overdraw,1,overdraw
overdress,2,overdress|overdressed
overdrive,1,overdrive
overdue,1,overdue
overeager,1,overeager
overeat,2,overeat|overeating
overemotional,1,overemotional
overemphasis,1,overemphasis
overemphasise,1,overemphasise
overemphasize,1,overemphasize
overenthusiastic,1,overenthusiastic
overestimate,1,overestimate
overestimation,1,overestimation
overexcited,1,overexcited
overexert,1,overexert
overexertion,1,overexertion
overexploit,1,overexploit
overexploitation,1,overexploitation
overexpose,1,overexpose
overexposure,1,overexposure
overextend,1,overextend
overfamiliar,1,overfamiliar
overfatigue,1,overfatigue
overfed,1,overfed
overfeed,2,overfeed|overfeeding
overfill,1,overfill
overflight,1,overflight
overflow,2,overflow|overflowing
overfly,1,overfly
overfond,1,overfond
overfull,1,overfull
overgarment,1,overgarment
overgeneralise,1,overgeneralise
overgeneralize,1,overgeneralize
overgenerous,1,overgenerous
overgorge,1,overgorge
overgreedy,1,overgreedy
overgrow,1,overgrow
overgrown,1,overgrown
overgrowth,1,overgrowth
overhand,2,overhand|overhanded
overhang,1,overhang
overhasty,1,overhasty
overhaul,1,overhaul
overhead,1,overhead
overhear,1,overhear
overheat,3,overheat|overheated|overheating
overindulge,1,overindulge
overindulgence,1,overindulgence
overindulgent,1,overindulgent
overjealous,1,overjealous
overjoy,2,overjoy|overjoyed
overkill,1,overkill
overladen,1,overladen
overland,1,overland
overlap,2,overlap|overlapping
overlarge,1,overlarge
overlay,2,overlay|overlayer
overleaf,1,overleaf
overleap,1,overleap
overlie,1,overlie
overlip,1,overlip
overload,2,overload|overloaded
overlook,3,overlook|overlooked|overlooking
overlord,1,overlord
overlordship,1,overlordship
overmantel,1,overmantel
overmaster,1,overmaster
overmodest,1,overmodest
overmuch,2,overmuch|overmuchness
overnice,1,overnice
overnight,2,overnight|overnighter
overpass,1,overpass
overpay,1,overpay
overpayment,1,overpayment
overplay,1,overplay
overplus,1,overplus
overpopulate,1,overpopulate
overpopulation,1,overpopulation
overpower,3,overpower|overpowering|overpoweringly
overpraise,1,overpraise
overpressure,1,overpressure
overprice,2,overprice|overpriced
overprint,1,overprint
overproduce,1,overproduce
overproduction,1,overproduction
overprotect,1,overprotect
overprotection,1,overprotection
overprotective,1,overprotective
overproud,1,overproud
overrate,2,overrate|overrating
overreach,2,overreach|overreaching
overreact,1,overreact
overreaction,1,overreaction
overreckoning,1,overreckoning
overrefine,2,overrefine|overrefined
overrefinement,1,overrefinement
override,2,override|overriding
overripe,1,overripe
overrule,1,overrule
overrun,1,overrun
oversea,2,oversea|overseas
oversee,2,oversee|overseer
oversensitive,2,oversensitive|oversensitiveness
overserious,1,overserious
oversew,1,oversew
oversewn,1,oversewn
oversexed,1,oversexed
overshadow,1,overshadow
overshielding,1,overshielding
overshoe,1,overshoe
overshoot,1,overshoot
overshot,1,overshot
overside,1,overside
oversight,1,oversight
oversimplification,1,oversimplification
oversimplify,1,oversimplify
oversize,2,oversize|oversized
overskirt,1,overskirt
oversleep,1,oversleep
oversolicitous,1,oversolicitous
overspecialise,1,overspecialise
overspecialize,1,overspecialize
overspend,1,overspend
overspill,1,overspill
overspread,1,overspread
overstate,2,overstate|overstated
overstatement,1,overstatement
overstay,1,overstay
overstep,1,overstep
overstock,1,overstock
overstrain,1,overstrain
overstress,1,overstress
overstretch,1,overstretch
overstrung,1,overstrung
overstuff,2,overstuff|overstuffed
oversubscribed,1,oversubscribed
oversupply,1,oversupply
oversuspicious,1,oversuspicious
overt,2,overt|overtly
overtake,2,overtake|overtaking
overtax,1,overtax
overthrow,1,overthrow
overtime,1,overtime
overtire,1,overtire
overtolerance,1,overtolerance
overtone,1,overtone
overtop,1,overtop
overtrump,1,overtrump
overture,1,overture
overturn,2,overturn|overturned
overuse,1,overuse
overutilisation,1,overutilisation
overutilization,1,overutilization
overvaliant,1,overvaliant
overvaluation,1,overvaluation
overvalue,1,overvalue
overview,1,overview
overweary,1,overweary
overweening,1,overweening
overweight,1,overweight
overwhelm,3,overwhelm|overwhelming|overwhelmingly
overwinter,1,overwinter
overwork,2,overwork|overworking
overwrite,1,overwrite
overwrought,1,overwrought
overzealous,1,overzealous
ovibos,1,ovibos
ovid,1,ovid
oviduct,1,oviduct
oviedo,1,oviedo
oviform,1,oviform
ovimbundu,1,ovimbundu
ovine,1,ovine
oviparous,1,oviparous
ovipositor,1,ovipositor
oviraptorid,1,oviraptorid
ovis,1,ovis
ovocon,1,ovocon
ovoflavin,1,ovoflavin
ovoid,1,ovoid
ovolo,1,ovolo
ovotestis,1,ovotestis
ovoviviparous,1,ovoviviparous
ovral,1,ovral
ovrette,1,ovrette
ovular,1,ovular
ovulate,1,ovulate
ovulation,1,ovulation
ovule,1,ovule
ovulen,1,ovulen
ovum,1,ovum
owe,1,owe
owen,2,owen|owens
owensboro,1,owensboro
owing,1,owing
owl,1,owl
owlclaws,1,owlclaws
owlet,1,owlet
owlish,2,owlish|owlishly
owlt,1,owlt
own,3,own|owned|owner
ownerless,1,ownerless
ownership,1,ownership
ox,1,ox
oxacillin,1,oxacillin
oxalacetate,1,oxalacetate
oxalate,1,oxalate
oxalidaceae,1,oxalidaceae
oxalis,1,oxalis
oxaloacetate,1,oxaloacetate
oxandra,1,oxandra
oxaprozin,1,oxaprozin
oxazepam,1,oxazepam
oxbow,1,oxbow
oxbridge,1,oxbridge
oxcart,1,oxcart
oxen,1,oxen
oxeye,1,oxeye
oxford,1,oxford
oxheart,1,oxheart
oxidant,1,oxidant
oxidase,1,oxidase
oxidate,1,oxidate
oxidation,1,oxidation
oxidative,1,oxidative
oxide,1,oxide
oxidisation,1,oxidisation
oxidise,3,oxidise|oxidised|oxidiser
oxidizable,1,oxidizable
oxidization,1,oxidization
oxidize,3,oxidize|oxidized|oxidizer
oxidoreductase,1,oxidoreductase
oxidoreduction,1,oxidoreduction
oxime,1,oxime
oximeter,1,oximeter
oxlip,1,oxlip
oxonian,1,oxonian
oxtail,1,oxtail
oxtant,1,oxtant
oxtongue,1,oxtongue
oxyacetylene,1,oxyacetylene
oxyacid,1,oxyacid
oxybelis,1,oxybelis
oxybenzene,1,oxybenzene
oxycephaly,1,oxycephaly
oxydendrum,1,oxydendrum
oxygen,1,oxygen
oxygenase,1,oxygenase
oxygenate,1,oxygenate
oxygenation,1,oxygenation
oxygenise,1,oxygenise
oxygenize,1,oxygenize
oxyhaemoglobin,1,oxyhaemoglobin
oxyhemoglobin,1,oxyhemoglobin
oxylebius,1,oxylebius
oxymoron,1,oxymoron
oxyopia,1,oxyopia
oxyphenbutazone,1,oxyphenbutazone
oxyphencyclimine,1,oxyphencyclimine
oxytetracycline,1,oxytetracycline
oxytocic,1,oxytocic
oxytocin,1,oxytocin
oxytone,1,oxytone
oxytropis,1,oxytropis
oxyura,1,oxyura
oxyuranus,1,oxyuranus
oxyuridae,1,oxyuridae
oyabun,1,oyabun
oyster,1,oyster
oystercatcher,1,oystercatcher
oysterfish,1,oysterfish
ozaena,1,ozaena
ozarks,1,ozarks
ozawa,1,ozawa
ozena,1,ozena
ozocerite,1,ozocerite
ozokerite,1,ozokerite
ozone,1,ozone
ozonide,1,ozonide
ozonise,1,ozonise
ozonium,1,ozonium
ozonize,1,ozonize
ozonosphere,1,ozonosphere
ozothamnus,1,ozothamnus
pa,1,pa
paba,1,paba
pabir,1,pabir
pablum,1,pablum
pabulum,1,pabulum
pac,1,pac
paca,1,paca
pace,3,pace|pacer|pacing
pacemaker,1,pacemaker
pacesetter,1,pacesetter
pacha,1,pacha
pachinko,1,pachinko
pachisi,1,pachisi
pachouli,1,pachouli
pachuco,1,pachuco
pachycephala,1,pachycephala
pachycephalosaur,1,pachycephalosaur
pachycephalosaurus,1,pachycephalosaurus
pachycheilia,1,pachycheilia
pachyderm,1,pachyderm
pachyderma,1,pachyderma
pachydermal,1,pachydermal
pachydermatous,1,pachydermatous
pachydermic,1,pachydermic
pachydermous,1,pachydermous
pachyrhizus,1,pachyrhizus
pachysandra,1,pachysandra
pachytene,1,pachytene
pacific,1,pacific
pacifically,1,pacifically
pacification,1,pacification
pacificism,1,pacificism
pacificist,1,pacificist
pacifism,1,pacifism
pacifist,1,pacifist
pacifistic,1,pacifistic
pacifistically,1,pacifistically
pacify,2,pacifier|pacify
pack,4,pack|packed|packer|packing
packable,1,packable
package,3,package|packaged|packaging
packera,1,packera
packet,1,packet
packhorse,1,packhorse
packinghouse,1,packinghouse
packman,1,packman
packrat,1,packrat
packsack,1,packsack
packsaddle,1,packsaddle
packthread,1,packthread
pact,1,pact
pad,4,pad|padded|padder|padding
padauk,1,padauk
padda,1,padda
paddle,2,paddle|paddler
paddlefish,1,paddlefish
paddlewheel,1,paddlewheel
paddock,1,paddock
paddy,1,paddy
paddymelon,1,paddymelon
pademelon,1,pademelon
paderewski,1,paderewski
padlock,1,padlock
padouk,1,padouk
padova,1,padova
padre,1,padre
padrone,1,padrone
padua,1,padua
paducah,1,paducah
paean,1,paean
paederast,1,paederast
paederastic,1,paederastic
paederasty,1,paederasty
paediatric,2,paediatric|paediatrics
paediatrician,1,paediatrician
paedophile,1,paedophile
paedophilia,1,paedophilia
paella,1,paella
paeonia,1,paeonia
paeoniaceae,1,paeoniaceae
paeony,1,paeony
pagad,1,pagad
pagan,1,pagan
paganini,1,paganini
paganise,1,paganise
paganism,1,paganism
paganize,1,paganize
page,3,page|pager|paging
pageant,1,pageant
pageantry,1,pageantry
pageboy,1,pageboy
pagellus,1,pagellus
paget,1,paget
paginate,1,paginate
pagination,1,pagination
pagoda,1,pagoda
pagophila,1,pagophila
pagophilus,1,pagophilus
pagrus,1,pagrus
paguridae,1,paguridae
pagurus,1,pagurus
pahautea,1,pahautea
pahlavi,1,pahlavi
pahlevi,1,pahlevi
pahoehoe,1,pahoehoe
paid,1,paid
paige,1,paige
paigle,1,paigle
pail,1,pail
pailful,1,pailful
paillasse,1,paillasse
pain,2,pain|pains
paine,2,paine|pained
painful,3,painful|painfully|painfulness
painkiller,1,painkiller
painless,2,painless|painlessly
painstaking,3,painstaking|painstakingly|painstakingness
paint,5,paint|painted|painter|painterly|painting
paintable,1,paintable
paintball,1,paintball
paintbox,1,paintbox
paintbrush,1,paintbrush
pair,3,pair|paired|pairing
paisa,1,paisa
paisley,1,paisley
paiute,1,paiute
paiwanic,1,paiwanic
pajama,1,pajama
pakchoi,1,pakchoi
pakistan,1,pakistan
pakistani,1,pakistani
pal,2,pal|pally
palace,1,palace
paladin,1,paladin
palaeencephalon,1,palaeencephalon
palaemon,1,palaemon
palaemonidae,1,palaemonidae
palaeoanthropology,1,palaeoanthropology
palaeobiology,1,palaeobiology
palaeobotany,1,palaeobotany
palaeoclimatology,1,palaeoclimatology
palaeodendrology,1,palaeodendrology
palaeoecology,1,palaeoecology
palaeoethnography,1,palaeoethnography
palaeogeography,1,palaeogeography
palaeogeology,1,palaeogeology
palaeolithic,1,palaeolithic
palaeology,1,palaeology
palaeontological,1,palaeontological
palaeontologist,1,palaeontologist
palaeontology,1,palaeontology
palaeopathology,1,palaeopathology
palaeornithology,1,palaeornithology
palaeozoology,1,palaeozoology
palaestra,1,palaestra
palaetiology,1,palaetiology
palaic,1,palaic
palankeen,1,palankeen
palanquin,1,palanquin
palaquium,1,palaquium
palas,1,palas
palatability,1,palatability
palatable,2,palatable|palatableness
palatably,1,palatably
palatal,1,palatal
